clf,dt,dt,lr,lr,nb,nb,svm,svm,knn,knn,rf,rf,BagNB,BagNB,BagDT,BagDT
metric,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score
activemq-5.8.0.csv,0.23510340964433676,0.3861208462734632,0.24841908034394045,0.2925660065706476,0.26523394593066285,0.4189956855279381,0.24359524528846302,0.20529862114512126,0.2314594673117583,0.34629165448501786,0.2451822040949706,0.2614022800722353,0.2621435501463167,0.4214142344097822,0.2456998777119057,0.27761276139403857
groovy-1_6_BETA_1.csv,0.3861533697777453,0.547559645624187,0.3761719896800183,0.4182888829078181,0.2988980743193263,0.435015596856789,0.3878583162034252,0.3946675523248527,0.36441054020225183,0.5440952618537814,0.3834490156351131,0.5018151864895476,0.3018940116339601,0.432806811073608,0.3864750593602851,0.5152817346014779
activemq-5.3.0.csv,0.3185899473965008,0.4684547877882673,0.3521801653818805,0.4729162278133152,0.33732929324281685,0.4682037507548548,0.3564726566687483,0.4246546535181114,0.3429731432294886,0.4636683861467762,0.3390861756775021,0.4350477666525506,0.33270179601020344,0.4635415739050829,0.32752966542936346,0.40453430427215054
wicket-1.3.0-incubating-beta-1.csv,0.2908828508540385,0.4743859845029004,0.2923769383159695,0.35063565231858923,0.3049693324326124,0.4710403490814201,0.2967679486095017,0.2473353190408606,0.2958777722215139,0.4604553717794808,0.28536822815843266,0.3862811985003327,0.29324495958030405,0.4420571065951884,0.28298380906340376,0.3927672018650098
jruby-1.1.csv,0.4397882078407651,0.5999730140725549,0.4340245199773466,0.623820197295235,0.4055407398946454,0.5966411093176632,0.4354882648902265,0.44327801786998144,0.4076046873564518,0.5968471266813156,0.43276795716660976,0.605536656666845,0.4028153718397195,0.6106221679973874,0.4381959960712923,0.5952559339170144
jruby-1.4.0.csv,0.3657286242112552,0.5617073474380551,0.3996426727842263,0.571283584219361,0.4369543046338037,0.5963131803613732,0.3973660080723146,0.4995146432121325,0.38906763175037545,0.5731157177899108,0.3752305757909996,0.5830192586764971,0.4334728290446737,0.6088022591581508,0.3814349031276709,0.5891705828750272
lucene-2.3.0.csv,0.4298734399598949,0.6272551936228856,0.4908130535347249,0.6515115669477382,0.4937749094245368,0.6428700786590247,0.5404763125431795,0.6942483053598023,0.5354221225565949,0.6987053361607934,0.4656747920607198,0.6977859277141222,0.4809951983828163,0.6423809385254202,0.46032051907352095,0.6894856831833025
hbase-0.95.2.csv,0.22323200497936413,0.5037694749997401,0.2528096879190078,0.4715364682509465,0.3167075427782382,0.5277946698589667,0.27498907865573297,0.4766873911801512,0.246752248422534,0.4870172950417792,0.22643297071011564,0.4839649271024055,0.3165250754531225,0.5299046684846281,0.2570846894128521,0.4843482473868282
lucene-3.0.0.csv,0.24990558037033364,0.451689371083845,0.3059504814158185,0.3582516355585713,0.303757635353502,0.3415769819055403,0.2999805721522858,0.3398342062528823,0.2606379912349361,0.3980410743562233,0.24782317679523064,0.2925089303943261,0.3089452474907681,0.3324808652646164,0.294932043906318,0.2950760311832257
camel-2.9.0.csv,0.2247049356893754,0.3520425969806672,0.24285550649665186,0.2240708535909532,0.2374044541877231,0.3748278404520417,0.2429990387875237,0.16102744470478692,0.2598715677120848,0.3409720894358629,0.2261077197849275,0.22307743147467254,0.2417254710843877,0.3750427292110592,0.23981316219923796,0.27655192071266904
wicket-1.5.3.csv,0.16087105144598934,0.3298302499962261,0.1890812887441775,0.17325359745576646,0.21489953106034232,0.3931707734613152,0.18780695143250564,0.13406025502698546,0.1867401709683757,0.32031741058296576,0.17177656115661047,0.20461708595993786,0.2178728507007346,0.3944916274829007,0.19597521859326575,0.21908048774892366
lucene-3.1.csv,0.16744745161732155,0.3284124210742753,0.1681579414862278,0.2025773959440897,0.18784555276831466,0.2876832738487653,0.16512628067528368,0.13808077347377526,0.17915355970783994,0.3055126002309394,0.1693282645155169,0.20034360343952876,0.1946640416169941,0.2789666814276486,0.1762091602547,0.22829037434599844
groovy-1_6_BETA_2.csv,0.2988295858727445,0.4522431747622228,0.2929609063505325,0.3179981464072194,0.26154952136394816,0.3968692780794742,0.3038670112537608,0.281228705869289,0.33078793952795704,0.4912330218232309,0.34940393293831123,0.420967293613016,0.28681734566303296,0.3961540252608763,0.3183915104836588,0.4272696678665264
activemq-5.2.0.csv,0.3233247208394742,0.4965676016383952,0.3625915053419254,0.4908050716589108,0.382756497031793,0.5516194258445273,0.3657107024107144,0.4710485367570714,0.3317008816362673,0.4604807828831586,0.320161522251193,0.4307057471397064,0.36380181080024704,0.5416766999710827,0.3402603984560542,0.4322438051705861
groovy-1_5_7.csv,0.21249800478679512,0.4079255749452753,0.2168189573765413,0.3798731597139636,0.2265042620390765,0.4579981455568356,0.23839403260750314,0.2631096285854321,0.21155686908016594,0.42820503130309545,0.2424774325884419,0.3778571685477655,0.2392375872137951,0.4477206905935761,0.2662132356215974,0.4456347697326054
hbase-0.95.0.csv,0.22091124272467408,0.4891350649918824,0.2427956591070297,0.4716958197149531,0.2741968392366152,0.4770759533953723,0.2521501123353476,0.4326088490303344,0.21673121211611068,0.4475954015888361,0.24044532685232936,0.4365528270344813,0.2782071080656599,0.4794913232341438,0.2325229052730998,0.4405859351554325
camel-2.11.0.csv,0.187752706859862,0.3624500596141415,0.2022820907850354,0.15563786222122328,0.1663114786249642,0.3126884608061194,0.2237661983942307,0.1253783718832271,0.2133893352894168,0.2935795201368547,0.23779210792656766,0.20907821784985176,0.16763566680727726,0.3095763962618303,0.25236112581062403,0.21788522171837812
jruby-1.7.0.preview1.csv,0.2632864981286863,0.4206374900404342,0.2972159570185331,0.3409741746670688,0.29532016674691874,0.4536188571419851,0.30279484567405296,0.24601592300396166,0.2789601503784229,0.4246103408718745,0.2786289174739886,0.3166130081958704,0.2900332171676155,0.43790182168696906,0.2836348247533255,0.32764522564083204
hive-0.10.0.csv,0.3177242711784233,0.4604706686318433,0.3349513152243977,0.4047723193083032,0.4103837359312241,0.5096807779213386,0.3567549800494796,0.3860779864081475,0.3006763324888436,0.4216491140489491,0.3102398067348931,0.3815961922852125,0.4114131527924053,0.5003449961223789,0.3165943398242403,0.3714044406848251
camel-2.10.0.csv,0.1635383908660326,0.43254038314849935,0.17617683695690695,0.16900546158071048,0.21296640056303254,0.414766465104596,0.17810860322533018,0.11041357697934658,0.19119380588949675,0.3646603463786859,0.1693740900429281,0.255439836866882,0.21955322187665055,0.4148283916196008,0.16948108281571567,0.280427023347323
derby-10.2.1.6.csv,0.3250836760212685,0.622880727320826,0.38325780084874855,0.6387817660048201,0.4299841876875834,0.6825165685888263,0.4253535391995512,0.6671938321472364,0.3739772615855552,0.6401813633784337,0.3415698973550049,0.6447538218028954,0.4534676246194817,0.6886643086534553,0.35625319470338057,0.6501791465258302
jruby-1.5.0.csv,0.34019986249842804,0.5429317518676003,0.33334263326503444,0.4377220021630805,0.3465383418345391,0.5372355151729952,0.3528485773022391,0.29542388685132825,0.3453144957752603,0.5471653117698622,0.34825430921506045,0.51624308001134,0.33606619695201434,0.5304785922084467,0.3635572034756463,0.4996276284064805
derby-10.3.1.4.csv,0.3422676097352722,0.6084235535724125,0.415766016801122,0.6496816591855441,0.4000052625105597,0.6432826593732366,0.4051507108780844,0.6202329989448057,0.3594376937939443,0.6088696591797857,0.3869597522268776,0.6271032595282292,0.4091274572973891,0.6479038732679017,0.3843339377900743,0.6307980548285069
lucene-2.9.0.csv,0.280828764343216,0.5057847618956283,0.3660635525372233,0.476576148976585,0.336906675704579,0.4836453499952501,0.35731722428303464,0.44487671225750297,0.3317069478102547,0.5355106091233831,0.2836623077809902,0.41455084480709664,0.33019336824515216,0.4798453259034055,0.2795283016123781,0.4244189343634158
hbase-0.94.0.csv,0.3982660452754881,0.5708877468527193,0.4098196959054883,0.5566639813723375,0.4135451451741615,0.5641936361165751,0.4103016963860824,0.5647429959443069,0.40274543465432666,0.5549041040588953,0.41057703327574346,0.5474137890723612,0.4140570626635253,0.5634744963907837,0.4138563355470527,0.5425422276968882
camel-1.4.0.csv,0.3073506095483611,0.5271987354236706,0.3318935276482433,0.4874224888537248,0.318874125605668,0.5147719578111788,0.3706504362315858,0.4760720688070434,0.3384830168415976,0.5232823142939285,0.3078989332079132,0.4783855531712415,0.3010848774311932,0.508576138680471,0.3333517777757745,0.4884103110332756
activemq-5.1.0.csv,0.2712323089852491,0.4430158985843244,0.2786415099121566,0.3536836360663338,0.313638501015687,0.4456278646145529,0.27248202098038665,0.2495154010327055,0.2780094812404708,0.38815084915727466,0.2723386056451058,0.3411767433853283,0.3081131697981964,0.4444204384393034,0.3037198028929429,0.3619481367127689
activemq-5.0.0.csv,0.43370039384213066,0.5695076337713042,0.4453500610906525,0.524945597899024,0.4449607771478911,0.5891174982630535,0.4274353787087004,0.5364402266208417,0.38985277622289977,0.5087011876506119,0.5093034738892348,0.6104453906357172,0.4364099396131034,0.5917456536354335,0.5124985336102996,0.6029701946935752
derby-10.5.1.1.csv,0.2854344719147628,0.4544660262951545,0.33153828770538096,0.4530340376389375,0.3767487780864127,0.5136445150302853,0.3526309696084234,0.4276990965167493,0.33303994501055023,0.4722240198367729,0.3001327525349351,0.4366581538652106,0.3695130099435456,0.5226381604248043,0.33923839775331405,0.4348068827500411
wicket-1.3.0-beta2.csv,0.2771977069146938,0.4429990250458776,0.2820022594337813,0.3228486768209776,0.29521878398144863,0.4540684277007317,0.2849479762953765,0.2776851667883323,0.2834433871723626,0.4374609416190088,0.2846808879462845,0.3938541543288007,0.30018873913455096,0.44378435474751005,0.2667563028116932,0.3947335315287266
hive-0.12.0.csv,0.07088378639873824,0.2398294768109349,0.11057068978601643,0.13277101402475466,0.16946809001590268,0.25844767170410315,0.14850362496430422,0.1478266427788446,0.15711429010221714,0.2282813899329733,0.11100572988588124,0.1524342686727745,0.17623231478601276,0.2645824107915063,0.10774584459584287,0.14706600543699105
hive-0.9.0.csv,0.3907438356157459,0.5604658043755756,0.3890507866102326,0.5477069295258317,0.4401378794056761,0.6037090136737305,0.3834619014391372,0.5280189315700665,0.39023009777799983,0.5530968693581806,0.3994297249788687,0.5535075695990753,0.4365483154182253,0.5955801963551037,0.3851808075026763,0.5444506558261742
